protocol,payload_mode,subscribers,payload_bytes,topology,iteration,updates_per_second,per_sub_updates_per_second,total_updates,drops,errors,duration_seconds
SPVA_CERTMON,raw,1,1,loopback,2,643.274,643.274,1933,0,0,3.00494
SPVA_CERTMON,raw,1,1,loopback,3,13276.9,13276.9,39836,58,0,3.0004
SPVA_CERTMON,raw,1000,1,loopback,1,59384.6,59.3846,178156,39214,0,3.00004
SPVA_CERTMON,raw,1000,1,loopback,2,58005.2,58.0052,174307,42475,0,3.00502
SPVA_CERTMON,raw,1000,1,loopback,3,60569.9,60.5699,182014,36063,0,3.00503
SPVA_CERTMON,raw,1,100,loopback,1,5031.21,5031.21,15099,7,0,3.00107
SPVA_CERTMON,raw,1,100,loopback,2,21826.4,21826.4,65481,0,0,3.00008
SPVA_CERTMON,raw,1,100,loopback,3,22099.6,22099.6,66303,0,0,3.00019
SPVA_CERTMON,raw,1000,100,loopback,1,63499.5,63.4995,190831,0,0,3.00524
SPVA_CERTMON,raw,1000,100,loopback,2,63256.4,63.2564,189863,11048,0,3.00148
SPVA_CERTMON,raw,1000,100,loopback,3,62008.2,62.0082,186646,0,0,3.01002
SPVA_CERTMON,raw,1,10000,loopback,1,15510.3,15510.3,46556,0,0,3.00162
SPVA_CERTMON,raw,1,10000,loopback,2,15675,15675,47120,0,0,3.00607
SPVA_CERTMON,raw,1,10000,loopback,3,4742.12,4742.12,14238,0,0,3.00245
SPVA_CERTMON,raw,1000,10000,loopback,1,24319.1,24.3191,73201,112655,0,3.01002
SPVA_CERTMON,raw,1000,10000,loopback,2,23197.1,23.1971,69768,113295,0,3.00762
SPVA_CERTMON,raw,1000,10000,loopback,3,23949.2,23.9492,72069,114539,0,3.00924
SPVA_CERTMON,raw,1,100000,loopback,1,3510.14,3510.14,10541,0,0,3.00302
SPVA_CERTMON,raw,1,100000,loopback,2,3791.46,3791.46,11407,0,0,3.0086
SPVA_CERTMON,raw,1,100000,loopback,3,3805.62,3805.62,11427,0,0,3.00267
SPVA_CERTMON,raw,1000,100000,loopback,1,3777.16,3.77716,11352,172927,0,3.00544
SPVA_CERTMON,raw,1000,100000,loopback,2,3635.16,3.63516,10942,171903,0,3.01005
SPVA_CERTMON,raw,1000,100000,loopback,3,3675.52,3.67552,11048,169542,0,3.00583
