protocol,payload_mode,subscribers,payload_bytes,topology,iteration,updates_per_second,per_sub_updates_per_second,total_updates,drops,errors,duration_seconds
PVA,raw,1000,1,loopback,4,239028,239.028,718180,0,0,3.00459
PVA,raw,1000,1,loopback,5,246567,246.567,740943,0,0,3.00504
PVA,raw,1,10,loopback,1,5591.38,5591.38,16802,0,0,3.00498
PVA,raw,1,10,loopback,2,9657.63,9657.63,28985,0,0,3.00125
PVA,raw,1,10,loopback,3,18559.4,18559.4,55744,1,0,3.00355
PVA,raw,1,10,loopback,4,17468.8,17468.8,52494,0,0,3.00502
PVA,raw,1,10,loopback,5,17500.3,17500.3,52502,21,0,3.00006
PVA,raw,10,10,loopback,1,68503.3,6850.33,205770,0,0,3.0038
PVA,raw,10,10,loopback,2,90052.6,9005.26,270609,0,0,3.00501
PVA,raw,10,10,loopback,3,76367.6,7636.76,229300,0,0,3.00258
PVA,raw,10,10,loopback,4,71022.8,7102.28,213172,0,0,3.00146
PVA,raw,10,10,loopback,5,88093,8809.3,264630,0,0,3.00399
PVA,raw,100,10,loopback,1,219453,2194.53,658474,279,0,3.00053
PVA,raw,100,10,loopback,2,216121,2161.21,649448,49,0,3.00502
PVA,raw,100,10,loopback,3,182295,1822.95,547800,0,0,3.00501
PVA,raw,100,10,loopback,4,235117,2351.17,706338,260,0,3.0042
PVA,raw,100,10,loopback,5,226500,2265,679905,200,0,3.00178
PVA,raw,500,10,loopback,1,246992,493.985,741511,0,0,3.00216
PVA,raw,500,10,loopback,2,270106,540.212,811587,0,0,3.0047
PVA,raw,500,10,loopback,3,244496,488.992,734385,0,0,3.00367
PVA,raw,500,10,loopback,4,245517,491.033,737163,0,0,3.0025
PVA,raw,500,10,loopback,5,270232,540.464,811594,0,0,3.00332
PVA,raw,1000,10,loopback,1,238581,238.581,716892,0,0,3.00482
